Country,Year,NumDisaster,NumKilled,NumInjured,NumAffected,NumHomeless,AffectedPop,TotalDamUSD,Continent
Yemen,2003,1,15,0,0,0,0,0,Asia
Yemen,2005,4,87,17,394,500,911,0,Asia
Yemen,2006,2,30,20,0,2300,2320,0,Asia
Yemen,2007,4,99,33,2600,0,2633,0,Asia
Yemen,2008,1,90,64,25000,0,25064,400000,Asia
Yemen,2009,1,11,0,0,0,0,0,Asia
Yemen,2010,2,22,2,0,1000,1002,0,Asia
Zaire/Congo Dem Rep,2000,2,26,0,63,0,63,0,Africa
Zaire/Congo Dem Rep,2001,12,900,26,24094,0,24120,0,Africa
Zaire/Congo Dem Rep,2002,11,2742,440,541875,110000,652315,9000,Africa
Zaire/Congo Dem Rep,2003,7,815,2573,20401,21481,44455,0,Africa
Zaire/Congo Dem Rep,2004,5,706,0,46220,0,46220,0,Africa
Zaire/Congo Dem Rep,2005,4,109,3,4872,5386,10261,0,Africa
Zaire/Congo Dem Rep,2006,11,155,66,87356,3600,91022,0,Africa
Zaire/Congo Dem Rep,2007,3,204,100,1919,0,2019,0,Africa
Zaire/Congo Dem Rep,2008,3,36,10,17355,500,17865,7000,Africa
Zaire/Congo Dem Rep,2009,6,209,0,20909,125,21034,0,Africa
Zaire/Congo Dem Rep,2010,6,110,7,73042,5730,78779,0,Africa
Zaire/Congo Dem Rep,2011,4,636,0,34757,2000,36757,0,Africa
Zaire/Congo Dem Rep,2012,5,609,33,27118,1010,28161,0,Africa
Zambia,2000,3,163,0,13224,0,13224,0,Africa
Zambia,2001,2,16,0,618325,0,618325,0,Africa
Zambia,2003,3,183,0,3835,11000,14835,0,Africa
Zambia,2004,1,2,13,196385,0,196398,0,Africa
Zambia,2005,3,21,0,1211615,0,1211615,0,Africa
Zambia,2006,1,5,0,105,0,105,0,Africa
Zambia,2007,4,19,0,1553636,0,1553636,0,Africa
Zambia,2008,2,177,0,23312,0,23312,0,Africa
Zambia,2009,2,118,0,620012,0,620012,0,Africa
Zambia,2010,2,9,0,1200,150,1350,0,Africa
Zambia,2011,1,0,0,1375,0,1375,0,Africa
Zambia,2012,1,2,0,153,0,153,0,Africa
Zimbabwe,2000,4,182,0,202812,66000,268812,72900,Africa
Zimbabwe,2001,2,13,0,6030000,0,6030000,3600,Africa
Zimbabwe,2002,2,4,0,452,0,452,0,Africa
Zimbabwe,2003,3,50,0,18750,0,18750,200000,Africa
Zimbabwe,2005,2,87,0,1183,0,1183,0,Africa
Zimbabwe,2007,5,94,0,2127000,0,2127000,1200,Africa
Zimbabwe,2008,1,4276,0,98349,0,98349,0,Africa
Zimbabwe,2009,2,55,0,1346,0,1346,0,Africa
Zimbabwe,2010,4,8,0,1668696,0,1668696,0,Africa
Zimbabwe,2011,2,45,0,1140,0,1140,0,Africa
Zimbabwe,2013,1,125,0,9700,0,9700,0,Africa
